"Method","Route","Category","Statuses","Content types","Query fields","Request schema","Response schema","Evidence files"
"GET","/lease","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/leasereturn/requestdata","application","200","application/json; charset=utf-8","","","","checkpoint.json"
"GET","/leasereturn","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/locations","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/log","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"POST","/login","application","200","text/html; charset=utf-8","","present","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;guided-black-box-lab-v6-2026-08-13T07-24-17-010Z/manifests/run-checkpoint.json"
"GET","/maintenance/requestdata","application","200","application/json; charset=utf-8","","","","checkpoint.json"
"GET","/maintenance","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/move/requestdata","application","200","application/json; charset=utf-8","","","","checkpoint.json"
"GET","/move","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/options","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/pagenotfound/index","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;guided-black-box-lab-v6-2026-08-13T07-24-17-010Z/manifests/run-checkpoint.json"
"GET","/persons/customizeform","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/persons/fetchlistdata","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/persons/form","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/persons","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/privacy","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"GET","/profile","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/network-schemas/CONTRACTS.json"
"GET","/reportaccessibilityissue","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"GET","/reports/assetbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/assetbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/assetbyassettagcontent","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetbycategory","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetbydepartment","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetbylink","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetbysitelocation","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetbywarrantyinfo","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/assetbywarrantyinfo","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/assetsbytagwithpictures","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/assetsbytagwithpictures","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/assetsbytagwithpicturescontent","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/auditbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/auditbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/auditbydate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/auditbydate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/auditbydiscrepancy","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/auditbydiscrepancy","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/auditbyfund","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/auditbysitelocation","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/automatedreportslist","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbyassettag","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbyduedate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbyduedate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbypastdue","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbypastdue","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbyperiod","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbyperiod","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbyperson","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbyperson","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/checkoutbysitelocation","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/checkoutbysitelocation","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/customassets","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/fetchcustomassetlistdata","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/leased","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/leased","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/leasedbycustomer","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/leasedbycustomer","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/nonauditedassets","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"POST","/reports/nonauditedassets","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reports/nonauditedfunds","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/reserve/requestdata","application","200","application/json; charset=utf-8","","","","checkpoint.json"
"GET","/reserve","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/review","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"GET","/setupevents/add","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/customizeformbroken","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformcheckin","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformcheckout","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformdispose","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/customizeformdonate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/customizeformfound","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformlease","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformleasereturn","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformlost","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformrepair","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/customizeformsell","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/setupeventbroken","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventcheckin","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventcheckout","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventdispose","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/setupeventdonate","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents/setupeventfound","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventlease","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventleasereturn","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventlost","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventrepair","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupevents/setupeventsell","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/setupevents","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/setupinventory","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/sites","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/table","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json"
"GET","/terms","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"GET","/users/add","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/network-schemas/CONTRACTS.json"
"GET","/users/edit","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json"
"GET","/users","application","200","text/html; charset=utf-8","","","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/network-schemas/CONTRACTS.json"
"GET","/videos","application","200","text/html; charset=utf-8","","","","checkpoint.json"
"POST","/cdn-cgi/rum","static-resource","204","text/plain","","present","","automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/manifests/checkpoint.json;automatic-gap-audit-v6.3-2026-08-13T07-37-33-328Z/network/NORMALIZED-CONTRACTS.json;checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-36-48-885Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-44-49-808Z/network-schemas/CONTRACTS.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/manifests/checkpoint.json;controlled-rules-profiler-v6.4-2026-08-13T09-48-36-699Z/network-schemas/CONTRACTS.json;guided-black-box-lab-v6-2026-08-13T07-24-17-010Z/manifests/run-checkpoint.json"
"GET","/cdn-cgi/scripts/{id}/cloudflare-static/email-decode.min.js","static-resource","200","application/javascript","","","","checkpoint.json"
